,year,latitude,longitude,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sun hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,production
13,2017,32.602,5.834,29.466758241758246,16.885989010988993,58.2,58.2,0.0,110.0,0 days 12:13:35.604395604,21.808791208791217,34.403846153846146,146.86813186813185,7690.240000000001,2409.88,48.72
14,2017,33.123,3.356,26.055769230769215,13.72362637362638,61.7,61.7,0.21,130.0,0 days 12:13:41.373626373,23.570054945054935,37.76840659340662,164.0521978021978,7708.35,2231.49,34.69
15,2017,34.342,3.169,23.889285714285716,12.311813186813186,109.0,104.4,3.2199999999999998,241.0,0 days 12:13:59.340659340,20.152472527472536,37.022527472527486,215.82692307692307,7424.33,1849.27,173.33
16,2017,35.68,5.9861,22.095879120879125,10.32664835164835,270.0,248.8,15.26,632.0,0 days 12:14:23.736263736,14.036263736263729,37.62912087912091,178.55769230769232,6806.09,1430.31,130.11
17,2017,27.183,2.504,33.436813186813175,20.140384615384615,26.1,26.1,0.0,60.0,0 days 12:12:24.725274725,26.511538461538464,41.92912087912091,97.73901098901099,8188.69,3231.4700000000003,8.75
18,2017,32.945,0.555,25.897527472527464,13.135714285714297,41.1,35.900000000000006,3.64,113.0,0 days 12:13:40.714285714,19.144780219780216,35.88104395604394,193.20054945054946,7833.4,2029.04,33.84
19,2017,33.274,-0.372,23.704120879120893,10.79313186813187,93.10000000000001,64.7,20.02,222.0,0 days 12:13:45,20.210989010989017,35.56483516483519,195.79945054945054,7701.26,1886.96,33.31
20,2017,35.919,7.87,22.384615384615373,10.912637362637357,418.0,411.20000000000005,5.32,946.0,0 days 12:14:27.032967032,14.306868131868129,37.94752747252748,219.33516483516485,6569.95,1345.14,28.38
21,2017,35.68,5.9861,22.095879120879125,10.32664835164835,270.0,248.8,15.26,632.0,0 days 12:14:23.736263736,14.036263736263729,37.62912087912091,178.55769230769232,6806.09,1430.31,37.38
22,2017,36.01,5.035,21.290934065934056,10.359065934065935,282.29999999999995,246.89999999999998,26.32,611.0,0 days 12:14:26.703296703,13.552747252747254,37.01868131868129,175.84065934065933,6849.16,1382.1599999999999,38.71
23,2017,26.768,0.137,34.31483516483517,20.82554945054946,21.700000000000003,21.700000000000003,0.0,57.0,0 days 12:12:19.615384615,24.146428571428583,38.71813186813186,118.12362637362638,8189.7,3195.95,8.92
24,2017,22.849,5.45,28.891208791208797,17.032692307692315,17.799999999999997,17.799999999999997,0.0,57.0,0 days 12:11:36.923076923,21.943406593406575,38.77802197802197,145.8846153846154,8401.439999999999,2637.25,30.32
25,2017,29.22,0.223,32.00412087912086,17.839835164835147,23.1,23.1,0.0,38.0,0 days 12:12:50.109890109,23.696703296703312,38.00879120879124,103.0521978021978,8151.93,2905.9,15.97
26,2017,27.752,-8.154,31.62747252747249,17.354945054945066,7.000000000000001,7.000000000000001,0.0,16.0,0 days 12:12:33.131868131,23.656868131868126,37.85329670329671,194.20054945054946,8358.49,2732.03,15.47
27,2017,34.692,-0.601,21.68269230769232,8.62609890109889,288.0,223.9,44.94,587.0,0 days 12:14:07.087912087,16.692032967032965,36.30576923076922,201.12362637362637,7228.06,1544.51,22.83
28,2017,27.241,-0.174,34.071703296703326,19.896153846153844,15.500000000000004,15.500000000000004,0.0,45.0,0 days 12:12:25.054945054,23.227197802197814,37.18956043956044,112.54945054945055,8179.07,3106.39,10.57
29,2017,-31.9881,-68.5402,17.875000000000004,7.496978021978029,1209.7,1141.0,48.37,1849.0,0 days 12:08:37.747252747,10.552747252747245,33.00412087912086,177.55769230769232,7643.84,1314.76,4.26
30,2017,-26.04,-65.93,24.394780219780213,11.823626373626384,671.8000000000001,670.4000000000001,1.26,1477.0,0 days 12:08:26.373626373,10.956318681318692,39.19505494505496,108.50549450549451,7089.04,1403.9,192.96
31,2017,-33.61,-65.445,22.072802197802176,10.70357142857143,798.0,796.9000000000001,0.77,884.0,0 days 12:08:38.406593406,21.030494505494488,38.390384615384605,121.76648351648352,6833.49,1430.61,75.31
32,2017,-23.8,-66.8,10.998626373626372,-7.329945054945046,209.10000000000002,152.0,42.49,416.0,0 days 12:08:24.890109890,24.95521978021979,55.863461538461515,255.17032967032966,9552.119999999999,1557.87,643.87
33,2017,-30.34,-69.27,6.978571428571427,-3.598351648351647,2082.1,1594.1999999999998,346.43,2340.0,0 days 12:08:32.307692307,13.707142857142856,38.52005494505494,210.93406593406593,9012.5,1251.14,188.51
34,2017,-31.3891,-68.6752,24.301098901098896,10.295054945054938,181.1,178.3,2.17,437.0,0 days 12:08:33.626373626,16.764560439560448,40.461813186813174,169.47527472527472,7751.129999999999,1661.1999999999998,2.48
35,2017,-28.165,-66.225,28.12747252747252,14.96923076923077,181.8,181.8,0.0,352.0,0 days 12:08:29.835164835,18.089560439560437,36.59175824175823,181.6620879120879,7498.699999999999,1767.4499999999998,58.55
36,2017,-34.9453,138.5882,18.305769230769215,8.731318681318678,434.7,434.7,0.0,910.0,0 days 12:08:43.846153846,18.96675824175825,41.785164835164835,189.10164835164835,6386.379999999999,1206.25,1.52
37,2017,-34.6899,142.7452,23.93736263736264,10.733791208791207,313.0,313.0,0.0,377.0,0 days 12:08:43.186813186,19.056318681318686,37.33434065934066,181.23076923076923,6762.39,1619.02,185.63
38,2017,-23.549,145.318,31.67060439560441,17.564010989010992,173.0,173.0,0.0,217.0,0 days 12:08:23.241758241,20.222252747252742,38.15549450549448,104.41758241758242,7964.129999999999,2307.9700000000003,48.01
39,2017,-23.5388,145.2732,31.67060439560441,17.564010989010992,173.0,173.0,0.0,217.0,0 days 12:08:24.725274725,20.222252747252742,38.15549450549448,104.41758241758242,7964.129999999999,2309.42,25.33
40,2017,-32.353,149.468,23.38021978021979,10.493681318681315,401.29999999999995,401.29999999999995,0.0,518.0,0 days 12:08:35.274725274,17.532417582417583,39.007967032967045,178.1346153846154,6827.049999999999,1457.48,199.78
41,2017,-27.404,153.11,26.49093406593406,16.317857142857143,882.8,882.8,0.0,1146.0,0 days 12:08:26.043956043,15.239560439560437,35.072252747252726,145.8901098901099,6525.860000000001,1382.0900000000001,12.53
42,2017,-31.9867,141.3915,26.116208791208795,12.519230769230758,132.2,132.2,0.0,195.0,0 days 12:08:35.274725274,23.151923076923076,39.0574175824176,175.66758241758242,7314.910000000002,2088.35,113.15
43,2017,-32.427,137.838,25.309340659340656,12.216483516483523,228.2,228.2,0.0,384.0,0 days 12:08:37.252747252,19.36318681318682,39.635714285714236,195.29945054945054,6731.34,1637.71,268.6
44,2017,-32.408,137.841,25.309340659340656,12.216483516483523,228.2,228.2,0.0,384.0,0 days 12:08:36.593406593,19.36318681318682,39.635714285714236,195.29945054945054,6731.34,1637.71,267.03
45,2017,-32.8835,151.7275,,,0.0,0.0,0.0,0.0,0 days 12:08:37.252747252,,,,0.0,0.0,3.17
46,2017,-25.28,152.38,27.173351648351673,17.913186813186808,1033.4,1033.4,0.0,1082.0,0 days 12:08:24.725274725,15.174999999999999,37.59697802197802,149.00274725274724,6792.27,1476.4,186.48
47,2017,-19.8398,147.2105,29.439835164835134,19.650274725274734,670.4,670.4,0.0,904.0,0 days 12:08:24.230769230,15.278296703296705,35.034890109890135,101.40934065934066,7160.39,1603.84,315.99
48,2017,-22.8446,147.5855,29.50027472527472,15.689285714285708,519.7,519.7,0.0,526.0,0 days 12:08:24.890109890,16.145879120879126,36.91071428571427,119.24450549450549,7585.63,1847.7799999999997,253.93
49,2017,-20.5411,147.8074,30.665109890109886,19.058516483516488,655.2,655.2,0.0,664.0,0 days 12:08:23.241758241,15.852747252747257,34.553296703296695,93.51373626373626,7144.490000000001,1675.24,102.8
50,2017,-27.1169,150.8942,27.662912087912055,14.029945054945049,537.0,537.0,0.0,617.0,0 days 12:08:23.406593406,17.434065934065927,36.753296703296705,137.51923076923077,7176.46,1707.37,271.07
51,2017,-12.4157,130.8908,33.20494505494508,22.595054945054947,1912.3999999999999,1912.3999999999999,0.0,1598.0,0 days 12:08:31.318681318,13.971428571428563,33.89423076923077,153.99175824175825,7586.34,1791.91,6.5
52,2017,-20.4947,147.7707,30.665109890109886,19.058516483516488,655.2,655.2,0.0,664.0,0 days 12:08:23.736263736,15.852747252747257,34.553296703296695,93.51373626373626,7144.490000000001,1675.24,121.95
53,2017,-25.55,119.317,29.403021978021975,16.66483516483518,168.3,168.3,0.0,281.0,0 days 12:08:24.560439560,26.291208791208756,44.12527472527471,138.2335164835165,7821.960000000001,2506.66,24.59
54,2017,-32.273,148.658,24.75961538461534,11.543956043956046,399.4,399.4,0.0,440.0,0 days 12:08:35.109890109,17.300274725274726,37.68653846153842,173.65384615384616,7003.82,1596.2700000000002,70.67
55,2017,-23.5084,148.1347,29.62829670329672,16.203571428571426,574.6000000000001,574.6000000000001,0.0,485.0,0 days 12:08:24.725274725,15.765934065934069,33.20027472527473,103.36263736263736,7512.07,1825.83,160.88
56,2017,-30.489,115.416,25.759890109890137,13.538736263736258,371.6,371.6,0.0,558.0,0 days 12:08:31.483516483,20.69532967032967,41.81620879120877,173.96428571428572,7183.219999999999,1692.7099999999996,46.6
57,2017,-35.6762,143.4553,23.402197802197797,10.478296703296703,415.69999999999993,415.69999999999993,0.0,541.0,0 days 12:08:43.351648351,19.67060439560441,37.92335164835168,184.67582417582418,6542.96,1531.88,111.93
58,2017,-28.325,150.375,27.565384615384623,13.906593406593402,477.6,477.6,0.0,488.0,0 days 12:08:25.714285714,18.265934065934076,35.12664835164836,139.71428571428572,7333.9800000000005,1786.17,8.25
59,2017,-28.9043,115.1119,27.03763736263736,14.103021978021967,265.5,265.5,0.0,400.0,0 days 12:08:27.692307692,21.242032967032962,41.433791208791206,169.70604395604394,7549.849999999999,1889.53,20.6
60,2017,-34.3155,146.1094,24.248351648351658,10.446428571428568,347.1,347.1,0.0,444.0,0 days 12:08:41.373626373,17.8151098901099,38.37967032967035,173.82142857142858,6872.790000000001,1620.16,74.55
61,2017,-34.61,149.476,19.448351648351647,8.249725274725279,492.09999999999997,492.09999999999997,0.0,789.0,0 days 12:08:42.032967032,19.95851648351647,41.79945054945051,212.2912087912088,6413.93,1220.12,19.97
62,2017,-20.5048,147.7671,30.665109890109886,19.058516483516488,655.2,655.2,0.0,664.0,0 days 12:08:23.901098901,15.852747252747257,34.553296703296695,93.51373626373626,7144.490000000001,1675.24,168.63
63,2017,-19.733,147.0483,30.128021978021938,19.241483516483495,568.8,568.8,0.0,795.0,0 days 12:08:24.560439560,14.213736263736264,33.88736263736265,96.65384615384616,7101.23,1602.84,1173.5
64,2017,-20.4877,147.7449,30.665109890109886,19.058516483516488,655.2,655.2,0.0,664.0,0 days 12:08:23.901098901,15.852747252747257,34.553296703296695,93.51373626373626,7144.490000000001,1675.24,451.48
65,2017,-20.875,144.17,29.77802197802198,16.443131868131882,345.79999999999995,345.79999999999995,0.0,353.0,0 days 12:08:22.417582417,18.52802197802198,39.31456043956043,96.49725274725274,8084.03,2092.5699999999997,48.01
66,2017,-34.4154,142.2521,24.454945054945057,11.327472527472532,262.4,262.4,0.0,361.0,0 days 12:08:39.395604395,19.8771978021978,37.88681318681319,183.02472527472528,6795.17,1696.05,2.79
67,2017,-18.89,144.14,31.658516483516497,19.205494505494517,558.5,558.5,0.0,539.0,0 days 12:08:24.560439560,17.100824175824172,37.77774725274726,118.65384615384616,7783.089999999999,1942.4,120.93
68,2017,-33.311,146.4092,25.134065934065937,10.89642857142857,301.3,301.3,0.0,403.0,0 days 12:08:35.934065934,18.912912087912083,37.46758241758248,166.77197802197801,7026.85,1736.1399999999999,6.12
69,2017,-15.869,144.862,32.62060439560437,22.844230769230773,912.3999999999999,912.3999999999999,0.0,974.0,0 days 12:08:28.021978021,17.846978021978014,41.79423076923076,112.25824175824175,7165.57,1839.07,25.31
70,2017,-32.3761,150.9797,20.246428571428577,9.432417582417584,716.8000000000001,716.8000000000001,0.0,1224.0,0 days 12:08:33.956043956,14.851373626373638,40.251923076923084,193.1813186813187,6253.72,1199.02,20.1
71,2017,-23.0875,148.439,29.678571428571434,16.11703296703297,616.4,616.4,0.0,607.0,0 days 12:08:23.571428571,15.990659340659347,34.89010989010989,98.0989010989011,7374.8,1789.46,248.6
72,2017,-33.1733,148.718,23.07967032967033,10.293956043956053,468.4,468.4,0.0,589.0,0 days 12:08:37.582417582,18.057967032967028,38.84258241758239,164.12087912087912,6843.120000000001,1497.5900000000001,106.12
73,2017,-29.5722,149.8669,27.19120879120881,14.105494505494502,459.80000000000007,459.80000000000007,0.0,501.0,0 days 12:08:29.505494505,18.67225274725275,35.94862637362637,130.5467032967033,7298.469999999999,1778.2299999999998,137.94
74,2017,-35.3989,149.146,19.746428571428563,8.234340659340656,472.4,472.4,0.0,728.0,0 days 12:08:44.010989010,16.76978021978023,38.67719780219779,214.11813186813185,6327.93,1162.39,27.55
75,2017,-32.224,148.256,25.390109890109866,11.942032967032961,376.1,376.1,0.0,419.0,0 days 12:08:35.274725274,18.72527472527473,37.620879120879124,164.37362637362637,7070.39,1688.45,35.8
76,2017,-17.681,141.05,32.91071428571429,22.296978021978024,859.6,859.6,0.0,944.0,0 days 12:08:23.406593406,17.19945054945055,34.27307692307689,189.48626373626374,7840.36,2054.77,9.28
77,2017,-31.652,116.711,23.616208791208784,11.358241758241755,425.0,425.0,0.0,589.0,0 days 12:08:31.318681318,19.701648351648355,39.187912087912046,175.17857142857142,6943.44,1542.97,19.29
78,2017,-36.1592,145.4746,21.96950549450547,10.21208791208791,557.1999999999999,557.1999999999999,0.0,715.0,0 days 12:08:45.659340659,16.929945054945065,36.09807692307692,173.8434065934066,6370.84,1357.7,185.29
79,2017,-31.5527,147.0854,27.0107142857143,12.985714285714291,250.0,250.0,0.0,335.0,0 days 12:08:32.967032967,17.24615384615385,35.60494505494504,157.29945054945054,7266.079999999999,1838.5500000000002,248.11
80,2017,-27.406,151.647,25.64807692307691,13.117307692307689,531.8,531.8,0.0,639.0,0 days 12:08:25.219780219,18.409615384615392,37.981868131868126,149.52747252747253,6964.469999999999,1568.2400000000002,59.49
81,2017,-27.412,151.655,25.64807692307691,13.117307692307689,531.8,531.8,0.0,639.0,0 days 12:08:26.208791208,18.409615384615392,37.981868131868126,149.52747252747253,6964.469999999999,1569.06,130.92
82,2017,-33.1027,148.075,24.482417582417597,11.342307692307688,360.40000000000003,360.40000000000003,0.0,465.0,0 days 12:08:38.406593406,19.035164835164842,37.8942307692308,155.34065934065933,6970.12,1641.8600000000001,145.29
83,2017,-31.9767,115.8548,22.33626373626374,12.291208791208788,713.4,713.4,0.0,918.0,0 days 12:08:32.967032967,20.566483516483515,41.65906593406594,174.1620879120879,6933.540000000001,1456.6,4.64
84,2017,-32.945,138.905,22.84780219780219,10.6228021978022,179.3,179.3,0.0,371.0,0 days 12:08:34.945054945,19.82445054945055,40.04642857142855,191.99725274725276,6940.509999999999,1598.9499999999998,9.8
85,2017,-19.03,146.394,28.99395604395605,21.213736263736266,602.3000000000001,602.3000000000001,0.0,1083.0,0 days 12:08:25.054945054,15.353296703296714,36.60384615384618,109.50274725274726,6987.34,1578.61,304.16
86,2017,-19.424,146.715,28.99395604395605,21.213736263736266,602.3000000000001,602.3000000000001,0.0,1083.0,0 days 12:08:24.065934065,15.353296703296714,36.60384615384618,109.50274725274726,6987.34,1578.61,360.49
87,2017,-35.4897,149.1435,19.64642857142857,8.134340659340657,472.4,472.4,0.0,728.0,0 days 12:08:45.659340659,16.76978021978023,38.67719780219779,214.11813186813185,6327.93,1159.35,42.82
88,2017,-22.1405,147.9188,30.083241758241773,16.366758241758234,606.3,606.3,0.0,593.0,0 days 12:08:23.736263736,17.303296703296706,37.674450549450576,109.58516483516483,7397.04,1815.7900000000002,160.56
89,2017,-32.891,151.65,,,0.0,0.0,0.0,0.0,0 days 12:08:35.769230769,,,,0.0,0.0,10.85
90,2017,-19.3355,146.8885,28.057417582417592,21.071153846153845,850.8000000000001,850.8000000000001,0.0,1147.0,0 days 12:08:24.395604395,16.294505494505497,36.59862637362638,111.75274725274726,7188.880000000001,1565.17,301.72
91,2017,-34.804,143.491,24.078846153846158,10.793956043956038,308.1,308.1,0.0,335.0,0 days 12:08:41.868131868,18.610164835164856,36.61840659340656,180.96428571428572,6781.42,1605.94,424.56
92,2017,-25.32,152.405,27.173351648351673,17.913186813186808,1033.4,1033.4,0.0,1082.0,0 days 12:08:24.890109890,15.174999999999999,37.59697802197802,149.00274725274724,6792.27,1476.4,242.9
93,2017,-35.342,143.518,23.890659340659358,10.693131868131875,394.2,394.2,0.0,448.0,0 days 12:08:44.175824175,19.39478021978022,37.67225274725274,183.28846153846155,6666.9400000000005,1592.1799999999998,36.42
94,2017,-35.2708,139.4924,21.978571428571428,10.96346153846155,290.6,290.6,0.0,534.0,0 days 12:08:43.186813186,20.152197802197804,39.07967032967029,178.2664835164835,6238.25,1342.51,183.11
95,2017,-27.495,153.0101,26.290934065934056,16.117857142857144,882.8,882.8,0.0,1146.0,0 days 12:08:26.373626373,15.239560439560437,35.072252747252726,145.8901098901099,6525.860000000001,1375.9299999999998,1.93
96,2017,-23.7685,133.8682,30.11923076923079,15.033791208791191,166.8,166.8,0.0,242.0,0 days 12:08:26.373626373,21.17857142857142,39.27362637362639,141.33516483516485,8084.16,2410.86,1.78
97,2017,-26.56,153.025,25.673901098901112,17.23076923076923,1018.4,1018.4,0.0,1400.0,0 days 12:08:23.901098901,15.252197802197795,36.55109890109889,167.3489010989011,6512.18,1343.38,36.33
98,2017,-34.8027,142.5457,24.082142857142863,10.940659340659344,302.6,302.6,0.0,374.0,0 days 12:08:43.681318681,19.518131868131867,37.04450549450549,180.03021978021977,6744.7699999999995,1635.25,226.67
99,2017,-29.765,151.553,24.657967032967047,10.982142857142865,639.4000000000001,639.4000000000001,0.0,694.0,0 days 12:08:27.692307692,15.24450549450549,34.20906593406594,139.1098901098901,7162.91,1488.9099999999999,44.13
100,2017,-20.4949,147.7481,30.665109890109886,19.058516483516488,655.2,655.2,0.0,664.0,0 days 12:08:24.065934065,15.852747252747257,34.553296703296695,93.51373626373626,7144.490000000001,1675.24,172.21
101,2017,-33.007,137.558,24.717032967032956,12.683516483516494,250.40000000000003,250.40000000000003,0.0,424.0,0 days 12:08:36.428571428,21.307142857142864,40.77719780219781,196.1153846153846,6713.75,1646.62,13.36
102,2017,-35.571,149.128,19.395329670329666,7.88379120879121,472.4,472.4,0.0,728.0,0 days 12:08:44.505494505,16.76978021978023,38.67719780219779,214.11813186813185,6327.93,1152.1599999999999,13.92
103,2017,-31.5234,138.6198,24.849725274725287,12.296978021978026,163.6,163.6,0.0,258.0,0 days 12:08:34.285714285,19.89697802197803,42.24642857142855,173.73626373626374,7285.03,1887.8600000000001,349.5
104,2017,-34.407,142.179,24.503846153846148,11.381318681318687,262.4,262.4,0.0,361.0,0 days 12:08:41.703296703,19.8771978021978,37.88681318681319,183.02472527472528,6795.17,1697.7499999999998,171.53
105,2017,26.1,50.58,,,0.0,0.0,0.0,0.0,0 days 12:12:14.835164835,,,,0.0,0.0,9.76
106,2017,26.585,84.145,32.13736263736265,21.140384615384612,1327.0,1327.0,0.0,1406.0,0 days 12:12:18.131868131,14.726373626373622,29.929395604395623,166.12087912087912,6509.360000000001,1556.42,9.28
107,2017,20.982,92.256,29.372252747252773,23.665934065934064,3281.2,3281.2,0.0,2921.0,0 days 12:11:22.252747252,16.622527472527462,31.184065934065913,233.9478021978022,6283.539999999999,1324.46,50.02
108,2017,53.64,31.55,10.802472527472528,3.157417582417585,736.8,606.8999999999999,101.42999999999999,1435.0,0 days 12:22:35.769230769,19.937912087912085,37.7425824175824,203.17582417582418,3784.17,659.5,81.37
109,2017,53.625,31.6,10.802472527472528,3.157417582417585,736.8,606.8999999999999,101.42999999999999,1435.0,0 days 12:22:36.263736263,19.937912087912085,37.7425824175824,203.17582417582418,3784.17,659.9000000000001,161.99
110,2017,51.784,30.2559,12.583516483516483,4.681593406593407,639.2,516.2,93.1,1426.0,0 days 12:21:15.989010989,19.565109890109877,37.446978021978026,205.11263736263737,4061.4900000000002,782.5700000000002,5.86
111,2017,51.797,30.209,12.483516483516485,4.581593406593411,639.2,516.2,93.1,1426.0,0 days 12:21:17.472527472,19.565109890109877,37.446978021978026,205.11263736263737,4061.4900000000002,780.6800000000001,26.81
112,2017,52.92,30.85,11.548076923076929,3.7368131868131913,710.0999999999999,584.8,97.16,1434.0,0 days 12:22:03.131868131,20.23214285714285,38.20357142857143,200.71978021978023,3901.28,714.01,16.91
113,2017,51.77,29.155,12.593131868131863,4.561538461538464,685.0,563.5,92.25999999999999,1439.0,0 days 12:21:14.505494505,19.866208791208777,38.18406593406593,210.67582417582418,4004.37,776.8699999999999,23.36
114,2017,54.41,26.48,10.648626373626373,3.521428571428574,804.0999999999999,701.8,78.4,1546.0,0 days 12:23:13.516483516,19.43598901098903,37.4434065934066,207.34615384615384,3572.13,603.64,29.29
115,2017,51.203,5.265,14.75631868131868,7.591483516483513,780.8,745.1,25.34,1547.0,0 days 12:20:53.076923076,17.687912087912096,38.05054945054944,206.76923076923077,3864.7200000000003,718.8100000000001,143.44
116,2017,51.273,4.288,14.643681318681312,8.20631868131868,693.0,661.4000000000001,22.820000000000004,1293.0,0 days 12:20:56.373626373,19.32307692307692,38.062362637362625,206.4532967032967,3937.72,706.1599999999999,19.85
117,2017,51.2709,4.3812,14.81565934065935,8.007692307692308,709.0,677.2,22.679999999999996,1355.0,0 days 12:20:55.549450549,18.8543956043956,38.47664835164836,207.32967032967034,3913.3199999999997,718.1600000000001,5.37
118,2017,-11.025,-68.815,31.033241758241733,21.804395604395616,1980.3000000000002,1980.3000000000002,0.0,2230.0,0 days 12:08:35.934065934,10.0467032967033,29.43131868131872,257.2032967032967,6373.08,1350.19,9.7
119,2017,-20.75,-67.65,18.49945054945055,1.1076923076923078,246.5,244.6,1.47,527.0,0 days 12:08:26.373626373,16.073626373626368,42.950549450549474,238.18406593406593,9521.619999999999,1826.07,104.15
120,2017,-21.83,-65.23,16.156868131868126,3.9236263736263677,720.3999999999999,709.7,7.77,1480.0,0 days 12:08:24.395604395,13.77774725274725,41.868681318681304,150.5631868131868,8098.5199999999995,1416.96,11.26
121,2017,-5.06,-37.755,33.090659340659315,23.449175824175825,805.0,805.0,0.0,931.0,0 days 12:08:50.769230769,20.653296703296697,39.8826923076923,99.00549450549451,7612.52,1952.03,291.99
122,2017,-5.555,-37.015,34.83104395604395,24.199450549450546,486.9,486.9,0.0,529.0,0 days 12:08:50.934065934,21.546703296703292,40.19505494505498,105.48901098901099,7377.26,2112.9900000000002,72.48
123,2017,-12.597,-44.107,33.31016483516483,22.17170329670329,509.40000000000003,509.40000000000003,0.0,573.0,0 days 12:08:33.296703296,11.60659340659339,28.534615384615375,127.58791208791209,7821.25,1927.29,384.85
124,2017,-19.8656,-43.9711,25.817307692307693,15.546978021978031,663.3,663.3,0.0,1023.0,0 days 12:08:25.054945054,11.38214285714286,31.874175824175822,95.29120879120879,6958.82,1406.98,2.2
125,2017,-9.055,-38.12,31.65439560439558,21.967032967032964,260.9,260.9,0.0,973.0,0 days 12:08:42.527472527,21.56153846153846,42.687912087912075,135.78021978021977,7065.48,1830.39,21.85
126,2017,-21.91,-49.85,29.404945054945074,19.33186813186813,1189.6000000000001,1189.6000000000001,0.0,1314.0,0 days 12:08:23.076923076,14.013736263736272,32.56098901098904,121.57967032967034,6769.01,1543.79,314.87
127,2017,-18.88,-46.74,29.57967032967033,19.292857142857148,918.6,918.6,0.0,1164.0,0 days 12:08:24.725274725,12.738461538461541,31.37939560439558,110.97802197802197,7102.210000000001,1567.26,71.12
128,2017,-18.88,-46.74,29.57967032967033,19.292857142857148,918.6,918.6,0.0,1164.0,0 days 12:08:24.725274725,12.738461538461541,31.37939560439558,110.97802197802197,7102.210000000001,1567.26,71.12
129,2017,-12.705,-43.99,33.16785714285719,21.97609890109891,543.0,543.0,0.0,642.0,0 days 12:08:34.120879120,12.061813186813186,28.735714285714295,130.4478021978022,7768.110000000001,1935.09,194.89
130,2017,-12.594,-44.112,33.31016483516483,22.17170329670329,509.40000000000003,509.40000000000003,0.0,573.0,0 days 12:08:33.131868131,11.60659340659339,28.534615384615375,127.58791208791209,7821.25,1927.67,511.51
131,2017,-28.448,-48.9749,24.030494505494502,14.967307692307703,2088.4,2088.4,0.0,2054.0,0 days 12:08:29.505494505,10.546703296703289,31.189285714285724,182.37637362637363,5794.37,1102.9499999999998,6.02
132,2017,-8.213,-42.545,33.93763736263739,23.91181318681317,531.3,531.3,0.0,645.0,0 days 12:08:42.362637362,17.05109890109889,39.78653846153844,117.6043956043956,7544.25,2139.56,511.51
133,2017,-17.34,-47.25,27.690934065934062,17.920329670329664,994.5,994.5,0.0,1206.0,0 days 12:08:27.362637362,13.461813186813188,33.19917582417582,120.53296703296704,7228.05,1575.3200000000002,301.98
134,2017,-17.416,-44.92,31.55769230769235,20.739560439560442,747.0999999999999,747.0999999999999,0.0,847.0,0 days 12:08:25.714285714,12.203846153846156,30.582142857142845,101.5934065934066,7341.83,1783.75,350.02
135,2017,-17.4,-44.88,31.40824175824179,20.5923076923077,747.0999999999999,747.0999999999999,0.0,847.0,0 days 12:08:26.868131868,12.203846153846156,30.582142857142845,101.5934065934066,7341.83,1777.77,268.06
136,2017,-17.4,-44.88,31.40824175824179,20.5923076923077,747.0999999999999,747.0999999999999,0.0,847.0,0 days 12:08:26.868131868,12.203846153846156,30.582142857142845,101.5934065934066,7341.83,1777.77,166.76
137,2017,-8.51,-42.505,34.537637362637334,24.5118131868132,531.3,531.3,0.0,645.0,0 days 12:08:41.208791208,17.05109890109889,39.78653846153844,117.6043956043956,7544.25,2163.67,72.48
138,2017,-8.465,-42.565,34.788736263736254,24.762362637362628,531.3,531.3,0.0,645.0,0 days 12:08:44.340659340,17.05109890109889,39.78653846153844,117.6043956043956,7544.25,2175.0699999999997,72.48
139,2017,-12.26,-44.3,33.0978021978022,22.329945054945053,497.1,497.1,0.0,689.0,0 days 12:08:34.615384615,11.768406593406585,30.009065934065934,114.12912087912088,7714.400000000001,1924.0700000000002,143.33
140,2017,-8.343,-36.235,28.896978021978033,20.56016483516484,282.9,282.9,0.0,979.0,0 days 12:08:41.538461538,17.45439560439561,40.298351648351634,127.68406593406593,6799.859999999999,1514.23,221.5
141,2017,-22.8838,-47.0438,25.25000000000001,15.424725274725281,1317.3000000000002,1317.3000000000002,0.0,1447.0,0 days 12:08:21.758241758,14.457142857142868,35.011538461538436,160.0879120879121,6453.549999999999,1275.5300000000002,1.67
142,2017,-6.0039,-40.2747,32.30467032967033,22.714835164835183,595.5999999999999,595.5999999999999,0.0,877.0,0 days 12:08:51.263736263,20.261263736263736,40.10521978021979,103.01923076923077,7428.17,1969.3200000000002,1.74
143,2017,-18.0,-46.87,29.441208791208798,18.86236263736264,858.9,858.9,0.0,1186.0,0 days 12:08:26.208791208,12.32747252747253,30.465934065934068,104.8543956043956,7194.8099999999995,1610.32,225.62
144,2017,-14.156,-42.735,30.081318681318688,18.845054945054926,350.0,350.0,0.0,480.0,0 days 12:08:30.989010989,17.69065934065934,41.83983516483514,103.56318681318682,7677.459999999999,1904.6299999999999,35.74
145,2017,42.463,26.408,19.02967032967033,8.621428571428574,564.8000000000001,516.6,36.82,933.0,0 days 12:16:32.967032967,14.381593406593408,31.93214285714285,157.74725274725276,5457.61,1067.81,16.07
146,2017,42.588,25.484,18.37280219780219,7.788736263736257,707.2,630.3,55.93,1145.0,0 days 12:16:36.428571428,11.86675824175824,29.929945054945055,183.53296703296704,5510.09,1033.42,45.09
